,Brand,Load,Rating,Users,Price,Automated_Type,Load_type,Speed,Star_ratings
754,LG,9,4.3,185,39990,Fully,Front,1400,5
755,SAMSUNG,6,4.2,150,11999,Semi,Top,700,5
756,Thomson,8,4.0,2269,10590,Semi,Top,1400,5
757,ONIDA,7,4.3,1040,14490,Fully,Top,700,5
758,LG,7,4.5,54,25190,Fully,Top,780,0
759,Whirlpool,7,3.8,12,23990,Fully,Top,740,5
760,IFB,6,4.2,424,33190,Fully,Top,1000,5
761,LG,6,4.6,0,24490,Fully,Top,780,5
762,LG,9,4.5,23,39990,Fully,Front,1400,5
763,SAMSUNG,7,0.0,0,23849,Fully,Top,700,5
764,Godrej,7,5.0,0,16490,Fully,Top,800,5
766,BOSCH,7,0.0,0,36189,Fully,Front,1200,0
767,ONIDA,11,4.2,6340,15690,Semi,Top,1300,5
773,Lloyd,7,0.0,0,17450,Fully,Top,700,5
775,Voltas,8,4.3,566,13489,Semi,Top,1300,5
782,White,8,3.7,42,8499,Semi,Top,1600,5
784,IFB,6,0.0,0,22106,Fully,Top,720,5
785,Godrej,7,4.1,922,16895,Fully,Top,700,0
788,Voltas,7,4.3,566,11919,Semi,Top,1300,5
794,LG,9,4.5,115,19180,Semi,Top,1350,5
795,Whirlpool,9,3.7,0,18350,Semi,Top,1400,5
797,Sansui,6,4.2,15133,7690,Semi,Top,1300,5
798,Haier,9,4.2,108,15900,Semi,Top,1300,0
799,BOSCH,7,0.0,0,34600,Fully,Top,680,5
801,Electrolux,9,3.8,14,34990,Fully,Front,1200,5
802,ONIDA,7,4.3,386,14890,Fully,Top,700,0
803,Godrej,7,4.3,160,22599,Fully,Top,700,0
804,SAMSUNG,9,0.0,0,38790,Fully,Front,1400,5
805,IFB,6,0.0,0,19575,Fully,Top,720,0
806,Sansui,8,4.2,15133,10150,Semi,Top,1350,5
809,Whirlpool,7,4.4,107,12690,Semi,Top,1400,0
810,Godrej,7,4.2,1274,17990,Fully,Top,670,5
811,IFB,6,4.8,19,31490,Fully,Top,1000,5
813,Godrej,6,4.4,15,14389,Fully,Top,740,0
814,Godrej,8,4.0,25,14979,Semi,Top,1440,5
815,Voltas,7,0.0,0,15999,Fully,Top,700,5
818,Godrej,6,0.0,0,14799,Fully,Top,700,0
819,LG,7,4.4,36,37740,Fully,Front,1200,5
824,DMR,4,0.0,0,13990,Fully,Top,250,0
832,Siemens,8,3.9,0,60490,Fully,Top,45,5
833,LG,10,4.5,66,61990,Fully,Top,1400,0
834,Lloyd,7,4.2,28,9399,Semi,Top,600,5
835,SAMSUNG,9,0.0,0,23990,Fully,Top,700,5
839,Haier,7,4.4,87,11999,Semi,Top,740,0
842,Voltas,8,0.0,0,29180,Fully,Top,1200,5
848,Panasonic,8,0.0,0,26950,Fully,Top,702,5
849,Godrej,6,4.2,5926,16580,Fully,Top,700,0
852,Lloyd,8,2.5,0,13447,Semi,Top,1320,0
853,White,9,3.8,84,10499,Semi,Top,1400,5
854,SAMSUNG,8,4.0,31,39990,Fully,Front,1400,5
855,Whirlpool,8,0.0,0,35990,Fully,Front,1400,5
858,LG,8,5.0,0,42990,Fully,Front,1200,5
859,Voltas,12,4.6,10,16900,Semi,Top,1350,5
862,Whirlpool,7,4.4,28,12590,Semi,Top,1450,5
863,Haier,6,4.7,0,15999,Fully,Top,800,0
864,LG,8,4.3,29,41990,Fully,Front,1400,5
865,Whirlpool,7,4.2,44,17589,Fully,Top,740,5
868,Voltas,7,4.0,11,12969,Semi,Top,1300,5
869,White,8,4.1,598,9799,Semi,Top,1600,5
872,Feltron,8,0.0,0,12990,Semi,Top,1200,5
873,LG,9,0.0,0,40990,Fully,Front,1400,5
874,BOSCH,8,4.5,42,42999,Fully,Top,1400,5
875,Lloyd,8,0.0,0,13500,Semi,Top,1300,5
878,realme,12,4.2,51785,22999,Semi,Top,1300,5
879,LG,9,4.5,1150,29690,Fully,Top,700,5
882,Voltas,8,4.3,16,20599,Fully,Top,700,5
883,BOSCH,8,0.0,0,56490,Fully,Front,1200,0
884,BOSCH,6,4.0,0,29474,Fully,Front,1000,5
885,Voltas,8,4.3,566,12490,Semi,Top,1300,5
888,Haier,8,0.0,0,42500,Fully,Front,1200,0
889,SAMSUNG,7,4.3,847,13162,Semi,Top,740,0
892,LG,8,4.4,382,26990,Fully,Top,700,5
893,Panasonic,8,4.1,70,27999,Fully,Top,702,5
894,Whirlpool,11,0.0,0,16990,Semi,Top,1400,5
895,Voltas,6,3.8,90,23490,Fully,Front,1200,5
898,LG,8,4.0,24,20990,Semi,Top,1200,5
899,IFB,8,0.0,0,59999,Fully,Front,1400,5
902,LG,7,4.3,271,21490,Fully,Top,780,5
903,Whirlpool,7,4.0,94,32100,Fully,Front,1000,0
904,Whirlpool,9,4.0,204,24890,Fully,Top,740,5
905,SAMSUNG,7,0.0,0,39500,Fully,Front,1200,5
908,Lloyd,6,0.0,0,25490,Fully,Front,1000,5
909,Haier,6,4.0,0,16294,Fully,Top,0,0
912,Whirlpool,8,4.3,2750,15195,Semi,Top,1450,5
913,Whirlpool,7,3.6,19,11639,Semi,Top,1350,5
914,Whirlpool,7,4.2,132,20150,Fully,Top,740,5
915,Whirlpool,7,4.2,135,24990,Fully,Top,740,5
918,Voltas,8,3.6,10,11967,Semi,Top,1350,5
919,BOSCH,7,0.0,0,44999,Fully,Top,55,5
922,Panasonic,7,0.0,0,30490,Fully,Front,1400,5
923,Whirlpool,6,4.5,11,24400,Fully,Top,740,5
924,Haier,9,4.2,1362,14990,Semi,Top,1300,0
925,BOSCH,7,0.0,0,24900,Fully,Top,720,3
928,Lloyd,6,0.0,0,17990,Fully,Top,0,5
929,LG,7,3.9,0,37990,Fully,Front,1200,5
932,Panasonic,8,0.0,0,24394,Fully,Top,702,5
933,LG,9,4.5,2649,41990,Fully,Front,1400,5
934,LG,6,4.4,4631,33680,Fully,Front,1000,5
935,SAMSUNG,11,0.0,0,54990,Fully,Front,1400,5
942,TOSHIBA,7,3.8,0,29900,Fully,Front,1200,0
943,BOSCH,7,3.8,0,22580,Fully,Top,680,0
944,Whirlpool,7,4.3,4424,21340,Fully,Top,740,5
945,Voltas,6,4.3,2015,8390,Semi,Top,1350,0
948,SAMSUNG,7,4.6,29,25300,Fully,Top,680,0
949,SAMSUNG,7,0.0,0,31490,Fully,Top,700,0
952,Whirlpool,8,3.8,65,22000,Semi,Top,1400,5
953,Haier,7,4.2,25,33994,Fully,Front,1200,5
954,BOSCH,9,4.4,8786,39890,Fully,Front,1200,5
955,LG,7,4.4,809,24990,Fully,Top,700,5
958,Lloyd,7,4.3,28,11369,Semi,Top,600,0
959,Whirlpool,7,4.4,5538,12490,Semi,Top,1450,5
