,Brand,Load,Rating,Users,Price,Automated_Type,Load_type,Speed,Star_ratings
904,Whirlpool,9,4,204,"₹24,890",Fully,Top,740,5
905,SAMSUNG,7,,,"₹39,500",Fully,Front,1200,5
906,realme,8,4.2,"51,609","₹9,890",Semi,Top,1400,5
907,Thomson,10,4,"8,785","₹9,799",Semi,Top,1600,
908,Lloyd,6,,,"₹25,490",Fully,Front,1000,5
909,Haier,6,4,,"₹16,294",Fully,Top,0,
910,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
911,BOSCH,7,4.4,"8,786","₹30,990",Fully,Front,1000,5
912,Whirlpool,8,4.3,"2,750","₹15,195",Semi,Top,1450,5
913,Whirlpool,7,3.6,19,"₹11,639",Semi,Top,1350,5
914,Whirlpool,7,4.2,132,"₹20,150",Fully,Top,740,5
915,Whirlpool,7,4.2,135,"₹24,990",Fully,Top,740,5
916,Thomson,7,4,"8,834","₹7,690",Semi,Top,1600,5
917,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
918,Voltas,8,3.6,10,"₹11,967",Semi,Top,1350,5
919,BOSCH,7,,,"₹44,999",,,55,5
920,MarQ,6,4.3,"46,215","₹6,990",Semi,Top,1350,5
921,realme,7,4.2,"51,785","₹7,890",Semi,Top,1400,5
922,Panasonic,7,,,"₹30,490",Fully,Front,1400,5
923,Whirlpool,6,4.5,11,"₹24,400",Fully,Top,740,5
924,Haier,9,4.2,"1,362","₹14,990",Semi,Top,1300,
925,BOSCH,7,,,"₹24,900",Fully,Top,720,3
926,MOTOROLA,7,4.1,"2,015","₹19,990",,,1000,5
927,MOTOROLA,10,4.2,457,"₹10,990",Semi,Top,1350,5
928,Lloyd,6,,,"₹17,990",Fully,Top,0,5
929,LG,7,3.9,,"₹37,990",Fully,Front,1200,5
930,Thomson,7,4,"8,834","₹7,590",Semi,Top,1400,5
931,BOSCH,8,4.4,"8,795","₹35,900",Fully,Front,1400,5
932,Panasonic,8,,,"₹24,394",Fully,Top,702,5
933,LG,9,4.5,"2,649","₹41,990",Fully,Front,1400,5
934,LG,6,4.4,"4,631","₹33,680",Fully,Front,1000,5
935,SAMSUNG,11,,,"₹54,990",Fully,Front,1400,5
936,Thomson,7,4,"8,785","₹7,690",Semi,Top,1600,5
937,realme,7,4.1,"19,495","₹11,790",Fully,Top,700,5
938,SAMSUNG,11,,,"₹54,990",Fully,Front,1400,5
939,LG,6,4.4,"4,631","₹33,680",Fully,Front,1000,5
940,Thomson,9,4,"1,078","₹13,990",Fully,Top,900,5
941,realme,7,4.2,"51,609","₹7,890",Semi,Top,1400,5
942,TOSHIBA,7,3.8,,"₹29,900",Fully,Front,1200,
943,BOSCH,7,3.8,,"₹22,580",Fully,Top,680,
944,Whirlpool,7,4.3,"4,424","₹21,340",Fully,Top,740,5
945,Voltas,6,4.3,"2,015","₹8,390",Semi,,1350,
946,Thomson,7,4,"8,785","₹7,590",Semi,Top,1400,5
947,BOSCH,8,4.4,"8,786","₹35,900",Fully,Front,1400,5
948,SAMSUNG,7,4.6,29,"₹25,300",Fully,Top,680,
949,SAMSUNG,7,,,"₹31,490",Fully,Top,700,
950,realme,8,4.2,"51,609","₹9,890",Semi,Top,1400,5
951,Thomson,10,4,"8,785","₹9,799",Semi,Top,1600,
952,Whirlpool,8,3.8,65,"₹22,000",Semi,Top,1400,5
953,Haier,7,4.2,25,"₹33,994",Fully,Front,1200,5
954,BOSCH,9,4.4,"8,786","₹39,890",Fully,Front,1200,5
955,LG,7,4.4,809,"₹24,990",Fully,Top,700,5
956,Thomson,10,4,"1,078","₹14,490",Fully,Top,900,5
957,BOSCH,7,4.4,"8,786","₹30,990",Fully,Front,1000,5
958,Lloyd,7,4.3,28,"₹11,369",Semi,Top,600,
959,Whirlpool,7,4.4,"5,538","₹12,490",Semi,Top,1450,5
